9.199999999999999289e+00,8.160000000000000142e+00,7.360000000000001208e+00,7.359999999999999432e+00,7.359999999999999432e+00,8.160000000000000142e+00
8.240000000000000213e+00,8.080000000000001847e+00,7.120000000000000107e+00,6.400000000000000355e+00,6.400000000000000355e+00,7.359999999999999432e+00
8.320000000000000284e+00,9.280000000000001137e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000178e+01
1.000000000000000178e+01,1.000000000000000178e+01,1.000000000000000000e+01,1.000000000000000000e+01,9.279999999999999361e+00,9.279999999999999361e+00
9.280000000000001137e+00,9.280000000000001137e+00,9.280000000000001137e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
